,Company,Job Title,Job Type,Experience level,Salary,keywords,Facilities,Is Remote,Updated Job Title
1679,cermati.com,lead data engineer- bangalore,full time,entry,59.0,"architecture,big data,bigquery,engineering,fintech,hadoop",startup environment,False,other
1680,m47 labs,computational linguist (speech) - english usa native,full time,mid,51.0,"asr,git,nlg,nlp,phd,python","career development,competitive pay,flex hours,health care,startup environment",False,data engineer
1681,sertis,senior data engineer,full time,senior,115.0,"agile,airflow,apis,architecture,aws,azure","career development,flex hours,startup environment,team events",False,data scientist
1682,unit4,senior cloud data scientist,full time,senior,129.0,"agile,azure,consulting,data analysis,devops,excel","career development,startup environment,unlimited paid time off",False,data scientist
1683,cruise llc,"senior staff applied research scientist, perception",full time,senior,234.0,"computer vision,drivers license,lidar,machine learning,phd,python","career development,competitive pay,conferences,equity,fertility benefits",False,data engineer
1684,enova,senior data engineer (remote),full time,senior,115.0,"aws,classification,data pipelines,data strategy,data warehouse,elt","career development,flex hours,flex vacation,health care,paid sabbatical",False,devops engineer
1685,ecovadis,mlops engineering intern,full time,entry,0.0,"azure,computer science,databricks,engineering,machine learning,mlflow","career development,competitive pay,equity,flex hours,health care",False,data scientist
1686,publicis groupe,data scientist intern,internship,entry,0.0,"consulting,engineering,mathematics,pyspark",none,False,software engineer
1687,reinventing geospatial (rgi),"big data full stack software engineer (top secret), python - 1545",full time,senior,69.0,"agile,ansible,architecture,aws,azure,big data","career development,insurance,parental leave,snacks / drinks,startup environment",False,other
1688,zscaler,engineering manager (java / bigdata),full time,senior,55.0,"agile,architecture,aws,big data,computer science,engineering",none,False,data analyst
1689,bosch group,[so] senior data analyst,full time,senior,92.0,"agile,consulting,data warehouse,economics,engineering,etl","career development,flex hours,salary bonus,team events,yoga",False,bi analyst
1690,assystem,bi developer,full time,none,50.0,"business intelligence,computer science,data governance,devops,engineering,etl",team events,False,bi analyst
1691,snowflake inc.,"manager, business intelligence",full time,none,63.0,"airflow,bigquery,business intelligence,computer science,data analytics,economics",conferences,False,data engineer
1692,supernal,"sr. cloud engineer, data team",full time,senior,166.0,"agile,ansible,architecture,aws,azure,computer science",none,False,data engineer
1693,sonovate,lead data engineer (part time),part time,mid,73.0,"agile,azure,databricks,dataops,data pipelines,data warehouse","career development,fitness / gym,flex hours,flex vacation,health care",False,data analyst
1694,dayshape,product data analyst,full time,mid,0.0,"cx,data analysis,engineering,excel,kpis,power bi","career development,equity,flex hours,flex vacation,home office stipend",True,data analyst
1695,cargurus,product data analyst,full time,senior,69.0,"a/b testing,architecture,big data,business analytics,computer science,data analytics","career development,equity,flex hours,flex vacation,startup environment",False,data analyst
1696,wix,junior business data analyst - events,full time,entry,0.0,"a/b testing,big data,power bi,sql,tableau,testing","career development,equity,team events,wellness",False,data engineer
1697,clarkston consulting,cloud data architect,full time,senior,69.0,"apis,architecture,aws,azure,big data,business intelligence","career development,health care,insurance,medical leave,parental leave",False,data engineer
1698,definitive logic,data engineer,full time,senior,115.0,"agile,consulting,consulting firm,data pipelines,data quality,engineering","career development,competitive pay,flex hours,flex vacation,health care",False,data engineer
1699,reinventing geospatial (rgi),"software / data engineer, python, senior - 2690",full time,senior,115.0,"angular,ansible,aws,azure,big data,computer science","career development,insurance,parental leave,salary bonus,snacks / drinks",False,ml engineer
1700,cruise llc,"senior machine learning engineer ii, perception",full time,senior,163.0,"autonomous driving,caffe,classification,computer science,cuda,drivers license","career development,competitive pay,equity,fertility benefits,flex hours",False,data engineer
1701,controlup,big - data engineer,full time,senior,115.0,"airflow,architecture,aws,azure,ci/cd,computer science",none,False,bi analyst
1702,vattenfall,working student - asset optimisation & hedging - business intelligence,full time,entry,39.0,"business intelligence,data analysis,economics,engineering,excel,finance","career development,startup environment",False,software engineer
1703,vattenfall,senior data engineer for scada and the operational data platform,full time,senior,115.0,"architecture,data analytics,data management,engineering,industrial,security",career development,False,data analyst
1704,reinventing geospatial (rgi),"intelligence data analytics (data scientist), python - 2925",full time,senior,129.0,"agile,computer science,data analytics,deep learning,elasticsearch,etl","career development,insurance,parental leave,snacks / drinks,startup environment",False,ml engineer
1705,shopback,"manager, software engineering (machine learning team)",full time,senior,55.0,"computer science,deep learning,econometrics,engineering,hadoop,machine learning",none,False,data architect
1706,publicis groupe,group head - data architect,full time,senior,135.0,"architecture,consulting,data management,data strategy,data studio,e-commerce","career development,competitive pay,equity",False,data engineer
1707,augmedix,"data engineer, analytics & insights",full time,entry,59.0,"asr,business intelligence,computer science,data analysis,data quality,engineering",career development,False,data scientist
1708,wealthsimple,"senior data scientist, large language models",full time,senior,129.0,"cx,data pipelines,data quality,engineering,fintech,git","career development,flex vacation",False,data scientist
1709,instacart,staff data scientist - marketing,full time,senior,166.0,"causal inference,computer science,data mining,economics,machine learning,mathematics","career development,competitive pay,equity,flex hours,team events",True,data analyst
1710,"syslogic, inc.",data analytics architect (microsoft emphasis),full time,senior,62.0,"agile,architecture,azure,data analytics,data governance,data quality","401(k) matching,career development,health care,insurance,medical leave",True,data analyst
1711,netcentric,data analyst (reporting and insights),full time,senior,92.0,"data mining,data studio,looker,power bi,statistics","career development,fitness / gym,flex hours,flex vacation,salary bonus",False,ml engineer
1712,bosch group,azure ai/ml expert,full time,senior,55.0,"azure,ci/cd,computer science,computer vision,consulting,data mining","career development,team events",False,data scientist
1713,cruise llc,"senior applied research scientist ii, perception",full time,senior,163.0,"computer vision,drivers license,engineering,lidar,machine learning,phd","career development,competitive pay,conferences,equity,fertility benefits",False,data scientist
1714,unit4,cloud data scientist,full time,none,92.0,"azure,consulting,data analysis,devops,excel,finance","career development,startup environment,unlimited paid time off",False,ai engineer
1715,may mobility,lead robotics engineer,full time,senior,69.0,"ann,computer science,computer vision,engineering,genetics,git","career development,team events",False,data scientist
1716,id.me,fraud data scientist,full time,mid,60.0,"aws,computer science,data analytics,deep learning,engineering,gcp",startup environment,False,data engineer
1717,incelligent,big data engineer,full time,mid,30.0,"airflow,apis,aws,azure,big data,computer science","career development,competitive pay",False,data engineer
1718,cermati.com,data engineer - india,full time,senior,115.0,"architecture,aws,big data,bigquery,computer science,engineering","career development,startup environment",False,data engineer
1719,gapstars,senior data engineer,full time,mid,73.0,"agile,aws,bigquery,chatgpt,computer science,data analysis",career development,False,data engineer
1720,the data foundry,data engineer (melbourne),full time,mid,73.0,"agile,ansible,architecture,avro,aws,bitbucket","career development,startup environment",False,ml engineer
1721,cruise llc,"staff machine learning engineer, perception",full time,senior,193.0,"caffe,classification,computer science,cuda,drivers license,machine learning","career development,competitive pay,equity,fertility benefits,flex hours",False,ai engineer
1722,vention,robotics software team lead,full time,senior,69.0,"cad,javascript,python,react,robotics,testing",career development,False,software engineer
1723,paytm,data engineer - senior software engineer,full time,senior,115.0,"architecture,aws,big data,cassandra,engineering,flink","career development,team events",False,other
1724,openai,"research engineer, privacy",full time,senior,245.0,"agi,deep learning,distributed systems,llms,machine learning,openai","career development,equity,flex vacation,health care,insurance",False,data engineer
1725,minted,data engineer,full time,senior,108.0,"airflow,aws,data pipelines,data warehouse,distributed systems,engineering","career development,flex vacation,health care,home office stipend,medical leave",False,software engineer
1726,sertis,senior software engineer (ai asset mgmt team),full time,senior,55.0,"apis,aws,azure,ci/cd,computer science,crypto","career development,startup environment",False,data engineer
1727,supernal,sr. data engineer,full time,senior,151.0,"aws,azure,big data,bigquery,ci/cd,computer science","equity,flex vacation,salary bonus,startup environment,team events",False,data analyst
1728,sigma defense,senior smwdc data analytics team lead,full time,senior,110.0,"data analytics,excel,security","career development,competitive pay,flex vacation,health care,insurance",False,other
1729,allucent,senior clinical data manager i,full time,mid,51.0,"data management,excel,gcp,research,statistics,testing","career development,flex hours,health care",False,data analyst
1730,veeva systems,senior data analyst - terminology,full time,senior,92.0,"agile,aws,data analysis,data management,data quality,excel","career development,flex hours,flex vacation,health care,wellness",False,ml engineer
1731,cri group,expert in ai/ nlp/ ml - 4354,full time,senior,62.0,"agile,airflow,architecture,aws,azure,cassandra",career development,False,data engineer
1732,enova,senior data engineer (hybrid),full time,senior,115.0,"aws,classification,data pipelines,data strategy,data warehouse,elt","career development,flex hours,flex vacation,health care,paid sabbatical",False,ai engineer
1733,locus robotics,"technical support supervisor/manager - emea remote (robotics, amr, wms)",full time,senior,56.0,"e-commerce,engineering,robotics",none,True,ml engineer
1734,snyk,"director, engineering - ml / ai",full time,executive,73.0,"engineering,machine learning,r,r&d,research,security","career development,flex hours,flex vacation,health care,home office stipend",False,data analyst
1735,coupang,senior / staff data analyst (customer experience product analytics),full time,senior,92.0,"a/b testing,cx,distributed systems,e-commerce,etl,jupyter",none,False,ai engineer
1736,sertis,senior qa engineer (ai asset mgmt team),full time,senior,55.0,"aws,azure,crypto,engineering,finance,fintech","career development,startup environment,team events",False,data engineer
1737,sonovate,lead data engineer,full time,mid,103.0,"agile,azure,databricks,dataops,data pipelines,data warehouse","career development,fitness / gym,flex hours,health care,medical leave",False,other
1738,intuita consulting ltd,senior data modeller (uk wide),full time,mid,54.0,"aws,data analysis,gcp,rdbms,snowflake,sql","career development,flex hours,health care,team events,transparency",False,data scientist
1739,security bank,data science analyst | it | sb finance (makati),full time,entry,35.0,"agile,apis,banking,business analytics,computer science,excel",none,False,product manager
1740,goodrx,"senior product manager, attribution (data products)",full time,senior,131.0,"business intelligence,cx,data analysis,engineering,excel,kpis","401(k) matching,equity,fertility benefits,health care,insurance",False,ai engineer
1741,riiid labs,ai data manager,full time,none,77.0,"chatgpt,gpt,json,machine learning,neurips,ux",none,False,other
1742,amazon.com,"constructability engineer, data center design engineering",full time,senior,69.0,"aws,engineering,research",none,False,data engineer
1743,prophecy,data engineer (bengaluru),full time,mid,73.0,"architecture,big data,computer science,data pipelines,engineering,etl","career development,competitive pay,equity,health care,insurance",False,data analyst
1744,charger logistics inc,transportation data analyst coordinator,full time,mid,65.0,"computer science,economics,excel,finance,mathematics,power bi","competitive pay,insurance",False,other
1745,"flagship pioneering, inc.","(sr.) scientist, computational protein design",full time,senior,69.0,"aws,biology,chemistry,deep learning,engineering,machine learning",startup environment,False,other
1746,bosch group,research engineer in text analytics (direct contract with bosch),full time,senior,105.0,"architecture,classification,computer science,deep learning,engineering,machine learning",conferences,False,ml engineer
1747,etsy,"senior software engineer i, machine learning, retrieval sciences",full time,senior,164.0,"a/b testing,deep learning,engineering,haystack,machine learning,ml models","career development,competitive pay,equity,flex vacation,salary bonus",False,data scientist
1748,western digital,data scientist,full time,senior,129.0,"classification,engineering,machine learning,mathematics,ml models,pandas",career development,False,other
1749,bosch group,researcher- computer vision,full time,senior,55.0,"architecture,autonomous driving,classification,computer vision,deep learning,engineering",none,False,ml engineer
1750,bosch group,researcher/senior researcher  natural language processing and text analytics,full time,senior,55.0,"architecture,bert,classification,computer science,deep learning,engineering",none,False,data analyst
1751,publicis groupe,senior data analyst,full time,senior,92.0,"bigquery,data studio,devops,gcp,google cloud,sql",career development,False,data engineer
1752,talan,data engineer spark/scala expérimenté - h/f,full time,entry,59.0,"ansible,aws,azure,big data,cassandra,consulting",none,False,data engineer
1753,verisk,sr. data engineer,full time,senior,115.0,"architecture,athena,aws,big data,computer science,data analytics","career development,equity,insurance,team events",False,other
1754,fivesky,data specialist - governance,full time,senior,70.0,"data management,data quality,data visualization,excel,python,security","competitive pay,flex vacation",False,data scientist
1755,nbcuniversal,data scientist,full time,entry,0.0,"computer science,deep learning,distributed systems,machine learning,ml models,python","career development,health care,insurance,medical leave",False,ml engineer
1756,ecovadis,machine learning intern (h/f/x),full time,entry,0.0,"azure,computer science,databricks,data mining,machine learning,mathematics","career development,competitive pay,equity,flex hours,health care",False,data engineer
1757,auto1 group,data engineer (f/m/x),full time,entry,59.0,"airflow,aws,azure,ci/cd,cx,data pipelines","career development,competitive pay,conferences,startup environment",False,data scientist
1758,cs group,ingénieur data scientist expérimenté - f/h,full time,entry,40.0,"architecture,data mining,drones,engineering,machine learning,python",none,False,data scientist
1759,visa,senior data scientist,full time,senior,129.0,"big data,business analytics,clustering,computer science,data mining,economics","career development,equity,health care,insurance,salary bonus",False,data engineer
1760,asi,lead data engineer (f/h),full time,none,96.0,"agile,airflow,apis,azure,big data,elt",none,False,other
1761,pa consulting,principal data strategist consultant,full time,senior,62.0,"big data,business intelligence,data analysis,eda,excel,machine learning",none,False,other
1762,epicentre,"flying data manager (m/f), 12 months (renewable)",full time,entry,77.0,"data analysis,data management,research",startup environment,False,other
1763,verisk,research engineer- atmospheric perils vulnerability,full time,entry,105.0,"data mining,data visualization,engineering,excel,fortran,machine learning","career development,equity,insurance,startup environment,team events",False,data architect
1764,asi,azure data architect (f/h),full time,senior,62.0,"agile,architecture,azure,big data,business intelligence,ci/cd",none,False,data scientist
1765,nielseniq,senior research scientist,full time,senior,89.0,"business intelligence,computer science,deep learning,eda,genetics,huggingface","career development,conferences,wellness",False,other
1766,publicis groupe,"data strategy manager (crm & loyalty, consumer experience, ecommerce)",full time,none,50.0,"consulting,data strategy,e-commerce,engineering",none,False,other
1767,pa consulting,senior data manager,full time,senior,77.0,"big data,business intelligence,data analysis,eda,excel,machine learning",none,False,other
1768,forsta,data integration analyst (west coast/chicago),full time,none,76.0,"apis,cx,excel,git,market research,php","competitive pay,flex hours,flex vacation,salary bonus,startup environment",False,data architect
1769,publicis groupe,associate manager - data architect,full time,mid,135.0,"architecture,consulting,data management,data strategy,data studio,e-commerce","career development,competitive pay,equity",False,data scientist
1770,visa,senior manager data science,full time,senior,69.0,"computer science,consulting,consulting firm,data analytics,distributed systems,fintech","career development,equity,health care,insurance,salary bonus",False,software engineer
1771,zscaler,senior software engineer - data engineering (java/spark),full time,senior,115.0,"agile,apis,architecture,aws,big data,computer science",none,False,data scientist
1772,cgg,senior geoscience data scientist,full time,senior,129.0,"agile,computer science,data pipelines,engineering,etl,git","career development,competitive pay,fitness / gym,flex hours,health care",False,data scientist
1773,auto1 group,director of data science (f/m/x),full time,executive,141.0,"aws,engineering,machine learning,ml models,mlops,python","career development,startup environment",False,data scientist
1774,auto1 group,head of data science (f/m/x),full time,executive,102.0,"aws,engineering,linux,machine learning,ml models,mlops","career development,flex hours,flex vacation,team events",False,data engineer
1775,dentsu international,db/etl developer,full time,senior,63.0,"aws,azure,bigquery,computer science,consulting,cx",none,False,data engineer
1776,wish,data engineer,full time,senior,155.0,"airflow,computer science,data analytics,data mining,data pipelines,data visualization",team events,False,data analyst
1777,pa consulting,data analyst consultant,full time,senior,92.0,"big data,business intelligence,data analysis,eda,excel,machine learning",none,False,data analyst
1778,bosch group,senior inhouse consultant data analytics & process mining (w/m/div.),full time,senior,62.0,"agile,business intelligence,data analytics,devops,julia,python",team events,False,data engineer
1779,dentsu international,tech lead (db & etl),full time,senior,55.0,"architecture,aws,azure,bigquery,consulting,cx",none,False,data analyst
1780,freshworks,data analyst,full time,entry,48.0,"chatbots,classification,cx,data analytics,engineering,excel","career development,startup environment",False,data engineer
1781,lely,data engineer,full time,senior,115.0,"apis,azure,ci/cd,computer science,consulting,databricks",career development,False,other
1782,cgg,imaging geophysicist / scientist - 2023 graduate programme,full time,entry,0.0,"mathematics,phd,physics,stem","career development,conferences,fitness / gym,flex hours,health care",False,ml engineer
1783,taskrabbit,machine learning engineer,full time,senior,131.0,"agile,computer science,engineering,feature engineering,git,machine learning","401(k) matching,career development,flex hours,flex vacation,health care",True,data engineer
1784,loopme,senior data engineer,full time,mid,73.0,"architecture,data mining,data quality,elasticsearch,engineering,finance","career development,competitive pay,equity,flex hours,flex vacation",False,ml engineer
1785,brainlab,(senior) machine learning engineer,full time,senior,131.0,"aws,big data,computer science,computer vision,data analysis,data analytics","career development,flex hours,flex vacation,team events",False,data scientist
1786,openai,"research scientist, safety",full time,senior,200.0,"agi,computer science,deep learning,engineering,machine learning,ml models","career development,equity,flex vacation,health care,insurance",False,bi analyst
1787,15five,director of business intelligence and data analytics,full time,executive,183.0,"agile,architecture,business analytics,business intelligence,consulting,data analytics","401(k) matching,career development,equity,flex hours,flex vacation",True,ai engineer
1788,ubisoft,gameplay ai programmer,full time,none,56.0,"agile,computer science,engineering,machine learning","career development,conferences,team events",False,data scientist
1789,bees,data scientist,full time,mid,60.0,"computer science,consulting,databricks,data visualization,deep learning,e-commerce","career development,fitness / gym,health care,insurance,salary bonus",False,data engineer
1790,agilisys,data engineer,full time,senior,115.0,"agile,architecture,aws,azure,big data,business intelligence",team events,False,data engineer
1791,publicis groupe,"analyst, data engineering",full time,entry,52.0,"aws,azure,data management,data warehousing,engineering,etl","flex hours,flex vacation,health care,startup environment",False,data analyst
1792,motive,data analyst ii,full time,senior,92.0,"privacy,python,r,snowflake,sql,tableau",startup environment,True,data engineer
1793,truelogic software,sr data engineer (java/ python/ react) - marketing (id:1432),full time,senior,115.0,"architecture,aws,computer science,data governance,flink,kafka",none,False,data analyst
1794,verisk,data analyst,full time,senior,92.0,"agile,apis,aws,data quality,excel,power bi",career development,False,bi analyst
1795,dentsu international,data engineer - bi developer,full time,senior,0.0,"agile,azure,business analytics,business intelligence,data quality,data warehousing","career development,health care,startup environment",False,other
1796,biogen,data quality & compliance analyst,full time,senior,62.0,"data analytics,data quality,excel",salary bonus,False,ai engineer
1797,locus robotics,"technical support manager (robotics, wms)",full time,senior,56.0,"e-commerce,engineering,robotics",none,True,data analyst
1798,oceanagold,information technology data analyst,full time,entry,48.0,"data management,power bi,testing","career development,equity",False,data architect
1799,publicis groupe,analyst - data architect,full time,entry,135.0,"architecture,consulting,data management,data strategy,data studio,e-commerce","career development,competitive pay,equity",False,data engineer
1800,western digital,"senior engineer, data management engineering",full time,senior,55.0,"architecture,data analysis,data management,eda,engineering,machine learning","career development,team events",False,data scientist
1801,dentsu international,modelling / data science - sr. analyst - analytics,full time,senior,55.0,"computer science,consulting,cx,eda,excel,mathematics",none,False,data engineer
1802,publicis groupe,"manager, data engineering",full time,mid,81.0,"apis,avro,aws,azure,computer science,data management",health care,False,data engineer
1803,experfy inc,etl developer,full time,mid,63.0,"agile,architecture,data quality,data warehouse,etl,informatica",none,False,data architect
1804,hitachi solutions,"datawarehouse/data architect - d&a (remote, costa rica-based)",full time,senior,135.0,"apis,aws,azure,databricks,data pipelines,engineering",career development,False,product manager
1805,bees,data product manager,full time,none,50.0,"agile,big data,e-commerce,engineering,fintech,kpis","fitness / gym,health care,insurance,salary bonus,startup environment",False,data scientist
1806,quantium,senior data scientist fmcg,full time,senior,129.0,"agile,apis,aws,azure,data analytics,data pipelines","career development,flex hours,team events",False,data scientist
1807,block,"data science manager, marketing",full time,senior,245.0,"airflow,banking,bigquery,blockchain,crypto,engineering","career development,equity,flex vacation,health care,insurance",False,data scientist
1808,matchpoint solutions,data scientist analyst,full time,senior,129.0,"agile,data quality,oracle,sql,ssis",none,False,software engineer
1809,patreon,"staff software engineer, database infrastructure",full time,senior,189.0,"aws,ci/cd,docker,engineering,kubernetes,mysql","401(k) matching,career development,competitive pay,equity,parental leave",True,data engineer
1810,dentsu international,qa analyst  (db & etl),full time,senior,55.0,"apis,computer science,consulting,cx,data quality,etl",none,False,data engineer
1811,bosch group,it development lead with abap (sap / master data management),full time,senior,62.0,"agile,apis,data management,engineering,r,spark","career development,competitive pay,conferences,flex hours,health care",False,data scientist
1812,84.51°,lead data scientist - recommendation systems (p1922).,full time,senior,131.0,"apis,architecture,azure,big data,computer science,data visualization","career development,competitive pay,health care,medical leave,parental leave",False,data analyst
1813,octopus energy,finance data analyst,full time,none,56.0,"airflow,aws,databricks,data warehouse,finance,git","career development,salary bonus",False,data architect
1814,capco,data architect,full time,senior,135.0,"apis,architecture,big data,consulting,data governance,data management","career development,health care,startup environment",False,data engineer
1815,bees,data engineer lead,full time,senior,115.0,"agile,azure,big data,ci/cd,data analytics,databricks","fitness / gym,health care,insurance,salary bonus,startup environment",False,data analyst
1816,playstation global,senior analytics engineer (infosec),full time,senior,147.0,"apis,architecture,aws,big data,business intelligence,data pipelines","competitive pay,health care,salary bonus,wellness",False,software engineer
1817,exiger,"backend engineer, data",full time,senior,62.0,"aws,big data,data pipelines,data quality,data warehouse,etl",none,False,bi analyst
1818,bees,bi developer,full time,senior,55.0,"e-commerce,excel,fintech,sql,tableau","fitness / gym,health care,insurance,salary bonus,startup environment",False,data engineer
1819,bosch group,it application architect (sap / master data management),full time,senior,62.0,"agile,apis,architecture,data management,engineering,r","career development,competitive pay,conferences,flex hours,health care",False,bi analyst
1820,notion,"business intelligence engineer, finance",full time,senior,170.0,"airflow,business intelligence,data analysis,data pipelines,engineering,finance","competitive pay,equity,flex vacation,startup environment",False,product manager
1821,zesty.ai,product manager - computer vision,full time,none,56.0,"bigquery,computer vision,credit risk,economics,engineering,excel","career development,flex hours,flex vacation,health care,home office stipend",False,data analyst
1822,cision,sql data analyst,full time,senior,92.0,"architecture,business intelligence,computer science,cx,dataops,engineering",career development,False,data scientist
1823,stripe,"data science manager, risk interventions",full time,none,144.0,"economics,engineering,etl,machine learning,ml models,phd",career development,True,other
1824,veeva systems,consultant - data managed services,full time,senior,49.0,"data management,prototyping,sql",career development,False,data engineer
1825,publicis groupe,data engineer (h/f) - alternance,full time,entry,59.0,"agile,engineering,kafka,machine learning,python,scala",none,False,ai engineer
1826,sia partners,senior manager  data and ai,full time,senior,49.0,"ai strategy,big data,consulting,consulting firm,data analytics,data governance","career development,equity,home office stipend,startup environment,team events",False,data engineer
1827,notion,"data engineer, finance",full time,senior,130.0,"airflow,aws,azure,business intelligence,clustering,data pipelines","career development,competitive pay,equity",False,data engineer
1828,hitachi solutions,data engineer - d&a (remote/costa rica-based),full time,senior,115.0,"airflow,architecture,aws,azure,big data,databricks",career development,False,data analyst
1829,lightspeed commerce,senior analytics engineer,full time,senior,110.0,"bigquery,ci/cd,data analysis,data analytics,data quality,data warehouse","career development,flex hours,flex vacation,health care,startup environment",False,bi analyst
1830,3pillar global,business intelligence engineer,full time,senior,62.0,"agile,azure,business intelligence,data quality,data visualization,data warehouse",flex hours,False,ml engineer
1831,mindtickle,staff ml engineer,full time,senior,131.0,"agile,aws,computer vision,data mining,docker,engineering","career development,conferences,startup environment",False,data scientist
1832,publicis groupe,"analyst, data science",full time,none,52.0,"aws,azure,bayesian,big data,classification,cluster analysis","career development,health care,startup environment",False,other
1833,publicis groupe,"vice president, data strategy",full time,none,159.0,"data strategy,jira,spark",health care,False,data engineer
1834,bitmex,senior data engineer,full time,senior,115.0,"airflow,apis,aws,crypto,data pipelines,data warehouse",none,False,data scientist
1835,aqemia,data scientist,full time,none,92.0,"biology,chemistry,consulting,drug discovery,engineering,machine learning",startup environment,False,ml engineer
1836,brainlab,(senior) ml platform / devops engineer,full time,senior,62.0,"agile,aws,big data,computer science,data analytics,data pipelines","career development,flex hours,flex vacation,team events",False,data engineer
1837,block,"senior data engineer - infrastructure, tidal",full time,senior,142.0,"agile,architecture,aws,banking,big data,blockchain","career development,equity,health care,insurance,parental leave",False,data scientist
1838,block,"data scientist, afterpay product",full time,senior,129.0,"amplitude,banking,blockchain,computer science,crypto,databricks","career development,equity,health care,insurance,parental leave",False,software engineer
1839,constructor,data engineer: data platform team (remote),full time,mid,73.0,"apis,architecture,athena,aws,big data,data quality","career development,competitive pay,equity,flex vacation,health care",True,ml engineer
1840,canva,senior machine learning engineer - editing ai (open to remote across anz),full time,senior,131.0,"apis,architecture,computer science,data analysis,elasticsearch,engineering","career development,fitness / gym,flex hours,flex vacation,home office stipend",False,bi analyst
1841,publicis groupe,"manager, business intelligence",full time,none,81.0,"business intelligence,consulting,data analysis,data visualization,excel,power bi","career development,health care,startup environment,wellness",False,bi analyst
1842,amazon.com,"business intelligence engineer, field - cs - consumer",full time,senior,79.0,"aws,business intelligence,computer science,data analytics,data mining,data visualization","career development,equity,flex hours",False,data engineer
1843,capco,data stage etl,full time,senior,55.0,"agile,banking,data warehousing,etl,finance,sql",career development,False,data analyst
1844,betterup,senior analytics engineer,full time,senior,151.0,"business intelligence,ci/cd,data warehousing,elt,engineering,etl","career development,competitive pay,equity,flex hours,flex vacation",False,ai engineer
1845,john snow labs,product manager for healthcare ai products,full time,entry,39.0,"big data,engineering,finance,machine learning,nlp,privacy",none,True,bi analyst
1846,srijan technologies,technical lead data engineer - power bi,full time,senior,115.0,"architecture,big data,bigquery,computer science,computer vision,data analysis",career development,False,data analyst
1847,sogetrel,alternance - assistant data analyst h/f,full time,entry,48.0,"big data,excel,power bi,tableau",none,False,ml engineer
1848,cloudsek,machine learning - fresher,full time,mid,45.0,"bert,elasticsearch,gpt,keras,machine learning,ml models","career development,competitive pay,flex hours,flex vacation,pet friendly",False,data scientist
1849,prove,data science intern,internship,entry,0.0,"banking,computer science,crypto,e-commerce,engineering,looker",none,False,data engineer
1850,deezer,data engineer intern - industry/catalog team - m/f/d,internship,entry,0.0,"apis,ci/cd,engineering,git,machine learning,python","career development,startup environment",False,data analyst
1851,rca,data analyst f/h,full time,entry,48.0,"airflow,aws,data warehouse,etl,machine learning,snowflake",none,False,data analyst
1852,sgs,"data analyst, geochemistry",full time,entry,48.0,"excel,statistics,testing",none,False,data analyst
1853,chime,data analyst,full time,senior,119.0,"banking,finance,fintech,kpis,privacy,python","401(k) matching,career development,competitive pay,equity,flex vacation",False,data engineer
1854,statistics & data corporation (sdc),"senior director, clinical data management",full time,senior,69.0,"consulting,data management","401(k) matching,career development,competitive pay,flex hours,flex vacation",False,data scientist
1855,auto1 group,"mid data scientist (f/m/x), remote (eu) / berlin",full time,senior,129.0,"data visualization,engineering,machine learning,python,research,sql","career development,flex hours,flex vacation,team events",False,other
1856,srijan technologies,technical architect databricks,full time,senior,49.0,"architecture,aws,azure,ci/cd,databricks,data governance",none,False,other
1857,cgg,imaging geophysicist,full time,entry,35.0,"physics,r,r&d,research","competitive pay,health care,startup environment",False,data analyst
1858,myntra,manager data analyst,full time,mid,65.0,"data analytics,data visualization,engineering,excel,finance,kpis",none,False,data analyst
1859,wix,business data analyst,full time,senior,0.0,"a/b testing,big data,power bi,sql,tableau,testing","career development,equity,team events,wellness",False,data analyst
1860,stripe,"financial data analyst, emea",full time,senior,92.0,"engineering,finance,rdbms,sql",none,False,ml engineer
1861,block,senior machine learning engineer (modeling),full time,senior,142.0,"architecture,aws,banking,blockchain,computer science,crypto","career development,equity,health care,insurance,parental leave",False,data scientist
1862,dun & bradstreet,"senior analyst, data science (r-14532)",full time,senior,49.0,"data analysis,data analytics,hadoop,machine learning,nlp,privacy",career development,True,ml engineer
1863,palo alto networks,principal machine learning engineer (dlp),full time,senior,140.0,"aws,computer science,computer vision,deep learning,docker,engineering","career development,medical leave,salary bonus",False,software engineer
1864,zscaler,staff software engineer - data engineering (java/spark),full time,senior,115.0,"agile,apis,architecture,aws,big data,computer science",none,False,data scientist
1865,western digital,"scientist 2, data science",full time,entry,35.0,"angular,apis,aws,big data,chatbots,computer science",career development,False,ml engineer
1866,github,"staff researcher, machine learning",full time,senior,62.0,"computer science,github,icml,llms,machine learning,ml models","career development,conferences",True,data analyst
1867,bees,data analyst,full time,none,80.0,"computer science,databricks,e-commerce,economics,engineering,fintech","fitness / gym,health care,insurance,salary bonus,startup environment",False,other
1868,lightspeed commerce,voice and data specialist,full time,senior,70.0,"cx,itil,privacy,security","career development,flex hours,flex vacation,health care,pet friendly",False,ml engineer
1869,palo alto networks,senior engineer software (ml applications nlp),full time,senior,119.0,"computer science,deep learning,engineering,machine learning,mathematics,nlp","career development,health care,medical leave,salary bonus",False,data scientist
1870,block,senior data scientist - fraud risk,full time,senior,129.0,"banking,blockchain,crypto,data pipelines,engineering,fraud risk","career development,flex vacation",False,data analyst
1871,manpowergroup greece,"entry level data analysts, manpower data analytics academy, july 2023",full time,entry,48.0,"computer science,data analysis,data analytics,engineering,git,mathematics","career development,flex vacation,gear,health care,startup environment",False,other
